ward,count,Size
1,5,13.5117941386705
2,6,25.5615164520744
3,29,27.7862759113653
4,25,20.7012151536812
5,5,10.8578792341679
6,45,40.325232308792
7,26,25.6997855611151
8,5,4.67208271787297
9,35,33.8820586132952
10,25,21.4917798427448
11,9,9.6397426733381
12,10,9.88666666666667
13,1,2.71262458471761
14,31,29.5518227305218
15,28,22.9292351679771
16,6,3.24553224553225
17,27,17.2180128663331
18,42,43.5239456754825
20,25.5,12.9524660471766
21,6,7.26166547020818
22,8.5,14.4456754824875
23,23.3333333333333,19.5594472242078
24,7,7.0763640695735
25,22,20.6270192994996
26,20.5,20.9066595187038
27,28,22.4195854181558
28,30,32.1951393852752
29,32,31.1243745532523
30,15,16.2108649035025
31,25,32.1790830945559
32,34,31.3202287348106
33,20,18.2837741243746
34,33,31.9313795568263
35,37,33.5218012866333
36,28,26.9135096497498
37,33,27.0135811293781
38,21,16.7784131522516
39,25,21.0986418870622
40,31,25.2573266619014
41,8,6.01790830945559
42,27,23.4253037884203
43,32,29.4974982130093
44,25,24.1343817012152
45,22,19.3566833452466
46,2,1.53580901856764
47,29,24.7885997521685
48,29,28.3421372408863
49,21.5,17.1903145103645
50,16.5,15.6679771265189
51,24,17.569871336669
52,25,24.8086132952109
53,16.5,17.2188110555158
54,8,11.1479628305933
55,5.5,5.46529933481153
56,31,26.6654384672071
57,11.5,12.8936894474993
58,28,26.090886347391
59,9,10.0932809149392
60,22,22.9225637360019
61,11.3333333333333,12.1117094017094
62,14,13.8909340004765
63,15,8.23149492017417
64,7,8.24366312346688
65,22,17.0777537796976
66,34,30.6111508220157
67,27,28.9478198713367
68,9,10.2015725518227
69,4,3.81254506128335
70,11,14.0850607576841
71,32,29.6933523945675
72,5,21.4225669583665
73,7,4.44664744051911
75,24,21.8821777460091
76,9,9.15350250178699
77,20,24.6534429354301
78,5.5,5.82118179652132
79,12,9.20657612580415
80,7,6.09248554913295
81,28,29.4503216583274
82,5.5,4.20030127741624
83,13,10.4354896354539
84,11,11.017357636407
85,6,8.17363593042649
86,1,2.4030903090309
87,13,11.6272933047415
89,12,7.60876816773886
91,11,11.0303468208092
92,5,4.87249814677539
93,14.8333333333333,8.45534905885156
94,11,7.90630372492837
95,11,13.6325947105075
97,0.5,1.52588268001112
98,2.83333333333333,2.05527210884354
99,8.5,8.31796521324756
100,1.5,3.87453436095055
101,2.33333333333333,1.55404463040446
103,18,13.8892065761258
104,0.5,3.05268310369833
105,7.5,5.9943407960199
106,3,4.6181664247702
107,4,3.84766252739226
110,4,3.05360326894502
111,2,1.6242962962963
112,1,4.29489051094891
114,3,3.13107511045655
115,10,9.45532523230879
116,10,9.54967834167262
117,13,8.87562544674768
118,22,16.7190850607577
119,23,19.3716940671909
120,1,7.65910753474762
121,11,9.95922746781116
122,9,7.73657838224767
123,12,6.19874100719424
124,19,13.786327845383
125,0.333333333333333,0.678810720268007
126,0.5,0.718864468864469
128,1,8.00913242009132
129,3,5.24275646045419
130,1,4.69830729166667
132,6,4.66894609814964
133,2.33333333333333,2.09366818873668
134,3,7.62786885245902
136,1,4.72274837511606
138,2.33333333333333,1.38425506195225
140,1,1.32439678284182
144,2,2.45728155339806
145,1,0.798542080848244
146,1.33333333333333,1.39522673031026
155,1,0.926070038910506
160,0.5,1.26869779802582
169,0.5,0.946623093681917
170,1,1.66355140186916
172,0.5,1.05608065532451
173,2,1.2515318627451
186,1,0.913654618473896
189,1,1.47810218978102
198,1,2.45313986679353
199,1,3.49590277777778
201,5,10.0580442804428
206,1,1.16811175337187
207,6,6.32249496475327
211,1,1.51851851851852
217,0.5,0.677142857142857
220,16.5,21.4686770428016
232,9.5,8.61432676518883
