ward,count,Size
1,17,13.5117941386705
2,23,25.5615164520744
3,27,27.7862759113653
4,12,20.7012151536812
5,7,10.8578792341679
6,26,40.325232308792
7,20,25.6997855611151
8,4,4.67208271787297
9,30,33.8820586132952
10,25,21.4917798427448
11,8,9.6397426733381
12,11,9.88666666666667
14,39,29.5518227305218
15,20,22.9292351679771
16,5,3.24553224553225
17,18,17.2180128663331
18,59,43.5239456754825
20,20,12.9524660471766
21,9,7.26166547020818
22,15.5,14.4456754824875
23,15,19.5594472242078
24,10,7.0763640695735
25,20.5,20.6270192994996
26,23,20.9066595187038
27,14,22.4195854181558
28,33,32.1951393852752
29,34,31.1243745532523
30,17,16.2108649035025
31,38,32.1790830945559
32,33,31.3202287348106
33,15,18.2837741243746
34,34,31.9313795568263
35,35,33.5218012866333
36,26,26.9135096497498
37,25,27.0135811293781
38,10,16.7784131522516
39,23,21.0986418870622
40,29,25.2573266619014
41,6,6.01790830945559
42,23,23.4253037884203
43,32,29.4974982130093
44,25,24.1343817012152
45,11,19.3566833452466
47,22.8333333333333,24.7885997521685
48,28,28.3421372408863
49,23.5,17.1903145103645
50,18,15.6679771265189
51,17.5,17.569871336669
52,28,24.8086132952109
53,13,17.2188110555158
54,14,11.1479628305933
55,7.5,5.46529933481153
56,26.5,26.6654384672071
57,8,12.8936894474993
58,35,26.090886347391
59,4,10.0932809149392
60,25.5,22.9225637360019
61,22,12.1117094017094
62,19,13.8909340004765
63,12,8.23149492017417
64,3,8.24366312346688
65,20,17.0777537796976
66,34,30.6111508220157
67,22,28.9478198713367
68,11,10.2015725518227
69,5,3.81254506128335
70,18,14.0850607576841
71,32,29.6933523945675
72,1,21.4225669583665
73,6,4.44664744051911
74,6,6.54681865018032
75,17,21.8821777460091
76,11,9.15350250178699
77,24,24.6534429354301
78,8,5.82118179652132
79,11,9.20657612580415
80,8,6.09248554913295
81,28,29.4503216583274
82,4,4.20030127741624
83,14,10.4354896354539
84,13.5,11.017357636407
85,9,8.17363593042649
86,1,2.4030903090309
87,18.5,11.6272933047415
88,1,1.07724301841949
89,10,7.60876816773886
91,13,11.0303468208092
92,3,4.87249814677539
93,7.5,8.45534905885156
94,8,7.90630372492837
95,13,13.6325947105075
97,2,1.52588268001112
98,1.5,2.05527210884354
99,14,8.31796521324756
101,1.5,1.55404463040446
102,0.333333333333333,0.668683274021352
103,18,13.8892065761258
104,2.83333333333333,3.05268310369833
105,10.5,5.9943407960199
106,5,4.6181664247702
107,2,3.84766252739226
110,3.5,3.05360326894502
111,1,1.6242962962963
112,4,4.29489051094891
113,2,2.00614316239316
114,2,3.13107511045655
115,10,9.45532523230879
116,11,9.54967834167262
117,9,8.87562544674768
118,18,16.7190850607577
119,23,19.3716940671909
120,7,7.65910753474762
121,14,9.95922746781116
122,9,7.73657838224767
123,7,6.19874100719424
124,17,13.786327845383
128,4,8.00913242009132
129,7,5.24275646045419
130,7.5,4.69830729166667
132,6,4.66894609814964
133,2.5,2.09366818873668
134,5,7.62786885245902
135,1,0.734006734006734
136,0.5,4.72274837511606
138,0.5,1.38425506195225
144,5,2.45728155339806
146,2.5,1.39522673031026
147,0.5,1.41650380021715
148,2,2.24876811594203
151,1,1.45569620253165
155,1,0.926070038910506
158,1,0.66421568627451
172,1.5,1.05608065532451
174,1,1.055
185,1,1.36914600550964
198,0.5,2.45313986679353
199,0.5,3.49590277777778
201,10.5,10.0580442804428
207,5.5,6.32249496475327
213,0.5,1.60265049415993
215,2,2.19287158746208
220,17.5,21.4686770428016
232,9,8.61432676518883
234,2,1.40861062463514
251,2.5,1.96890547263682
261,1,1.37727272727273
262,5,3.68810916179337
263,4,6.60058027079304
