ward,count,Size
1,16,13.5117941386705
2,28,25.5615164520744
3,27,27.7862759113653
4,21,20.7012151536812
5,13,10.8578792341679
6,41,40.325232308792
7,28,25.6997855611151
8,15,4.67208271787297
9,38,33.8820586132952
10,15,21.4917798427448
11,12,9.6397426733381
12,10,9.88666666666667
13,2,2.71262458471761
14,33,29.5518227305218
15,20,22.9292351679771
16,6,3.24553224553225
17,17,17.2180128663331
18,53,43.5239456754825
20,8.5,12.9524660471766
21,10,7.26166547020818
22,17,14.4456754824875
23,35,19.5594472242078
24,3,7.0763640695735
25,25.5,20.6270192994996
26,19,20.9066595187038
27,19,22.4195854181558
28,36,32.1951393852752
29,32,31.1243745532523
30,17,16.2108649035025
31,43,32.1790830945559
32,32,31.3202287348106
33,20,18.2837741243746
34,33,31.9313795568263
35,34,33.5218012866333
36,28,26.9135096497498
37,22,27.0135811293781
38,13,16.7784131522516
39,23,21.0986418870622
40,25,25.2573266619014
41,6,6.01790830945559
42,27,23.4253037884203
43,29,29.4974982130093
44,24,24.1343817012152
45,19,19.3566833452466
47,24,24.7885997521685
48,27,28.3421372408863
49,19,17.1903145103645
50,15.3333333333333,15.6679771265189
51,12.5,17.569871336669
52,28,24.8086132952109
53,19.8333333333333,17.2188110555158
54,11.8333333333333,11.1479628305933
55,8,5.46529933481153
56,25.5,26.6654384672071
57,19.5,12.8936894474993
58,33.5,26.090886347391
59,13,10.0932809149392
60,18.5,22.9225637360019
61,17.8333333333333,12.1117094017094
62,15.5,13.8909340004765
63,6,8.23149492017417
64,16,8.24366312346688
65,21,17.0777537796976
66,34,30.6111508220157
67,33,28.9478198713367
68,9,10.2015725518227
69,3,3.81254506128335
70,17,14.0850607576841
71,34,29.6933523945675
72,20.5,21.4225669583665
73,3,4.44664744051911
74,6,6.54681865018032
75,20,21.8821777460091
76,10,9.15350250178699
77,22.5,24.6534429354301
78,4.5,5.82118179652132
79,12,9.20657612580415
80,11,6.09248554913295
81,28,29.4503216583274
82,3.66666666666667,4.20030127741624
83,9,10.4354896354539
84,12.5,11.017357636407
85,8,8.17363593042649
87,9,11.6272933047415
89,12,7.60876816773886
91,9,11.0303468208092
92,5,4.87249814677539
93,3.33333333333333,8.45534905885156
94,5,7.90630372492837
95,14,13.6325947105075
96,1,0.727816695855225
97,2.25,1.52588268001112
98,1,2.05527210884354
99,4,8.31796521324756
100,5.33333333333333,3.87453436095055
101,1,1.55404463040446
102,1,0.668683274021352
103,14,13.8892065761258
104,7.5,3.05268310369833
105,13,5.9943407960199
106,4.5,4.6181664247702
107,1,3.84766252739226
108,0.5,1.13934010152284
109,1,2.26191389599318
110,5.25,3.05360326894502
111,1.33333333333333,1.6242962962963
112,9,4.29489051094891
113,1.5,2.00614316239316
114,3,3.13107511045655
115,9,9.45532523230879
116,9,9.54967834167262
117,8,8.87562544674768
118,14,16.7190850607577
119,14,19.3716940671909
120,6,7.65910753474762
121,6,9.95922746781116
122,12,7.73657838224767
123,9,6.19874100719424
124,22.5,13.786327845383
125,0.5,0.678810720268007
128,11,8.00913242009132
129,5,5.24275646045419
130,5.5,4.69830729166667
132,3,4.66894609814964
133,1.33333333333333,2.09366818873668
134,6,7.62786885245902
136,10.25,4.72274837511606
140,1,1.32439678284182
144,2,2.45728155339806
145,0.5,0.798542080848244
147,2.58333333333333,1.41650380021715
148,3,2.24876811594203
149,0.5,1.24779723991507
155,1,0.926070038910506
160,3,1.26869779802582
164,1,0.842682926829268
172,1,1.05608065532451
180,1,1.17297297297297
189,1,1.47810218978102
198,1,2.45313986679353
199,4,3.49590277777778
201,12,10.0580442804428
207,9,6.32249496475327
215,2,2.19287158746208
216,1,1.85531135531136
220,22.5,21.4686770428016
232,8.5,8.61432676518883
234,1.5,1.40861062463514
237,0.5,0.837037037037037
251,3,1.96890547263682
260,1.33333333333333,1.10113268608414
262,7,3.68810916179337
263,9,6.60058027079304
264,5,2.78497409326425
274,4,5.44082479258175
